bird_y, bottom_pipe_y, top_pipe_y, dist
519,630,434,0,0
525,630,434,0,0
531,630,434,0,0
537,630,434,0,0
528,630,434,0,1
520,630,434,0,0
513,630,434,0,0
507,630,434,0,0
502,630,434,0,0
498,630,434,0,0
495,630,434,0,0
493,630,434,0,0
492,630,434,0,0
492,630,434,0,0
493,630,434,0,0
495,630,434,0,0
498,630,434,0,0
502,630,434,0,0
507,630,434,0,0
498,630,434,0,1
490,630,434,0,0
483,630,434,0,0
477,630,434,0,0
472,630,434,0,0
468,630,434,0,0
465,630,434,0,0
463,630,434,0,0
462,630,434,0,0
462,630,434,0,0
463,630,434,0,0
465,630,434,0,0
468,630,434,0,0
472,630,434,0,0
477,630,434,0,0
483,630,434,0,0
490,630,434,0,0
495,630,434,0,0
486,630,434,0,1
478,630,434,0,0
471,630,434,0,0
465,630,434,0,0
460,630,434,0,0
456,630,434,0,0
453,630,434,0,0
451,630,434,0,0
450,630,434,0,0
450,630,434,0,0
451,630,434,0,0
453,630,434,0,0
456,630,434,0,0
460,630,434,0,0
465,573,377,103,0
456,573,377,101,1
448,573,377,99,0
441,573,377,97,0
435,573,377,95,0
430,573,377,93,0
426,573,377,91,0
423,573,377,89,0
421,573,377,87,0
420,573,377,85,0
420,573,377,83,0
421,573,377,81,0
423,573,377,79,0
426,573,377,77,0
430,573,377,75,0
435,573,377,73,0
441,573,377,71,0
448,573,377,69,0
453,573,377,67,0
458,573,377,65,0
463,573,377,63,0
469,573,377,61,0
460,573,377,59,1
452,573,377,57,0
445,573,377,55,0
439,573,377,53,0
434,573,377,51,0
430,573,377,49,0
427,573,377,47,0
425,573,377,45,0
424,573,377,43,0
424,573,377,41,0
425,573,377,39,0
427,573,377,37,0
430,573,377,35,0
434,573,377,33,0
439,573,377,31,0
445,573,377,29,0
452,573,377,27,0
457,573,377,25,0
462,573,377,23,0
467,573,377,21,0
473,573,377,19,0
464,573,377,17,1
456,573,377,15,0
449,573,377,13,0
443,573,377,11,0
438,573,377,9,0
434,573,377,7,0
431,573,377,5,0
429,573,377,3,0
428,573,377,1,0
428,573,377,0,0
429,573,377,0,0
431,573,377,0,0
434,573,377,0,0
438,573,377,0,0
443,573,377,0,0
449,573,377,0,0
456,573,377,0,0
461,573,377,0,0
452,573,377,0,1
444,573,377,0,0
437,573,377,0,0
431,573,377,0,0
426,573,377,0,0
422,573,377,0,0
419,573,377,0,0
417,573,377,0,0
416,573,377,0,0
416,573,377,0,0
417,573,377,0,0
419,573,377,0,0
422,573,377,0,0
426,573,377,0,0
431,573,377,0,0
437,573,377,0,0
444,573,377,0,0
449,573,377,0,0
440,573,377,0,1
432,573,377,0,0
425,573,377,0,0
419,573,377,0,0
414,573,377,0,0
410,573,377,0,0
407,573,377,0,0
405,573,377,0,0
404,573,377,0,0
404,573,377,0,0
405,573,377,0,0
407,573,377,0,0
410,573,377,0,0
414,573,377,0,0
419,573,377,0,0
425,573,377,0,0
432,573,377,0,0
423,573,377,0,1
415,573,377,0,0
408,573,377,0,0
402,573,377,0,0
397,573,377,0,0
393,573,377,0,0
390,573,377,0,0
388,573,377,0,0
387,573,377,0,0
387,573,377,0,0
388,573,377,0,0
390,573,377,0,0
393,573,377,0,0
397,573,377,0,0
402,573,377,0,0
408,573,377,0,0
415,573,377,0,0
420,573,377,0,0
411,573,377,0,1
403,573,377,0,0
396,573,377,0,0
390,573,377,0,0
385,573,377,0,0
381,573,377,0,0
378,573,377,0,0
376,573,377,0,0
375,573,377,0,0
375,573,377,0,0
376,573,377,0,0
378,513,317,85,0
381,513,317,83,0
385,513,317,81,0
390,513,317,79,0
396,513,317,77,0
387,513,317,75,1
379,513,317,73,0
372,513,317,71,0
366,513,317,69,0
361,513,317,67,0
357,513,317,65,0
354,513,317,63,0
352,513,317,61,0
351,513,317,59,0
351,513,317,57,0
352,513,317,55,0
354,513,317,53,0
357,513,317,51,0
361,513,317,49,0
366,513,317,47,0
372,513,317,45,0
379,513,317,43,0
384,513,317,41,0
389,513,317,39,0
395,513,317,37,0
400,513,317,35,0
406,513,317,33,0
412,513,317,31,0
418,513,317,29,0
425,513,317,27,0
431,513,317,25,0
438,513,317,23,0
429,513,317,21,1
421,513,317,19,0
414,513,317,17,0
408,513,317,15,0
403,513,317,13,0
399,513,317,11,0
396,513,317,9,0
394,513,317,7,0
393,513,317,5,0
393,513,317,3,0
394,513,317,1,0
396,513,317,0,0
399,513,317,0,0
403,513,317,0,0
394,513,317,0,1
386,513,317,0,0
379,513,317,0,0
373,513,317,0,0
368,513,317,0,0
364,513,317,0,0
361,513,317,0,0
359,513,317,0,0
358,513,317,0,0
358,513,317,0,0
359,513,317,0,0
361,513,317,0,0
364,513,317,0,0
368,513,317,0,0
373,513,317,0,0
379,513,317,0,0
386,513,317,0,0
391,513,317,0,0
396,513,317,0,0
402,513,317,0,0
407,513,317,0,0
398,513,317,0,1
390,513,317,0,0
383,513,317,0,0
377,513,317,0,0
372,513,317,0,0
368,513,317,0,0
365,513,317,0,0
363,513,317,0,0
362,513,317,0,0
362,513,317,0,0
363,513,317,0,0
365,513,317,0,0
368,513,317,0,0
372,513,317,0,0
377,513,317,0,0
383,513,317,0,0
390,513,317,0,0
381,513,317,0,1
373,513,317,0,0
366,513,317,0,0
360,513,317,0,0
355,513,317,0,0
351,513,317,0,0
348,513,317,0,0
346,513,317,0,0
345,513,317,0,0
345,513,317,0,0
346,513,317,0,0
348,513,317,0,0
351,513,317,0,0
355,513,317,0,0
360,513,317,0,0
366,513,317,0,0
373,513,317,0,0
378,513,317,0,0
383,513,317,0,0
389,513,317,0,0
394,513,317,0,0
400,513,317,0,0
406,513,317,0,0
412,513,317,0,0
419,513,317,0,0
425,513,317,0,0
432,513,317,0,0
439,513,317,0,0
430,513,317,0,1
422,513,317,0,0
415,513,317,0,0
409,513,317,0,0
404,550,354,103,0
400,550,354,101,0
397,550,354,99,0
395,550,354,97,0
394,550,354,95,0
394,550,354,93,0
395,550,354,91,0
397,550,354,89,0
400,550,354,87,0
404,550,354,85,0
409,550,354,83,0
415,550,354,81,0
422,550,354,79,0
427,550,354,77,0
432,550,354,75,0
438,550,354,73,0
443,550,354,71,0
449,550,354,69,0
455,550,354,67,0
446,550,354,65,1
438,550,354,63,0
431,550,354,61,0
425,550,354,59,0
420,550,354,57,0
416,550,354,55,0
413,550,354,53,0
411,550,354,51,0
410,550,354,49,0
410,550,354,47,0
411,550,354,45,0
413,550,354,43,0
416,550,354,41,0
420,550,354,39,0
425,550,354,37,0
431,550,354,35,0
438,550,354,33,0
443,550,354,31,0
448,550,354,29,0
454,550,354,27,0
445,550,354,25,1
437,550,354,23,0
430,550,354,21,0
424,550,354,19,0
419,550,354,17,0
415,550,354,15,0
412,550,354,13,0
410,550,354,11,0
409,550,354,9,0
409,550,354,7,0
410,550,354,5,0
412,550,354,3,0
415,550,354,1,0
419,550,354,0,0
424,550,354,0,0
430,550,354,0,0
437,550,354,0,0
442,550,354,0,0
447,550,354,0,0
452,550,354,0,0
458,550,354,0,0
464,550,354,0,0
455,550,354,0,1
447,550,354,0,0
440,550,354,0,0
434,550,354,0,0
429,550,354,0,0
425,550,354,0,0
422,550,354,0,0
420,550,354,0,0
419,550,354,0,0
419,550,354,0,0
420,550,354,0,0
422,550,354,0,0
425,550,354,0,0
429,550,354,0,0
434,550,354,0,0
440,550,354,0,0
447,550,354,0,0
452,550,354,0,0
457,550,354,0,0
462,550,354,0,0
453,550,354,0,1
445,550,354,0,0
438,550,354,0,0
432,550,354,0,0
427,550,354,0,0
423,550,354,0,0
420,550,354,0,0
418,550,354,0,0
417,550,354,0,0
417,550,354,0,0
418,550,354,0,0
420,550,354,0,0
423,550,354,0,0
427,550,354,0,0
418,550,354,0,1
410,550,354,0,0
403,550,354,0,0
397,550,354,0,0
392,550,354,0,0
388,550,354,0,0
385,550,354,0,0
383,550,354,0,0
382,550,354,0,0
382,550,354,0,0
383,550,354,0,0
374,550,354,0,1
366,550,354,0,0
359,550,354,0,0
353,550,354,0,0
348,550,354,0,0
344,550,354,0,0
341,550,354,0,0
339,550,354,0,0
338,550,354,0,0
338,550,354,0,0
339,550,354,0,0
341,550,354,0,0
344,550,354,0,0
335,550,354,0,1
327,550,354,0,0
320,550,354,0,0
314,550,354,0,0
309,550,354,0,0
305,550,354,0,0
302,438,242,85,0
300,438,242,83,0
299,438,242,81,0
299,438,242,79,0
300,438,242,77,0
302,438,242,75,0
305,438,242,73,0
309,438,242,71,0
314,438,242,69,0
320,438,242,67,0
327,438,242,65,0
332,438,242,63,0
338,438,242,61,0
343,438,242,59,0
334,438,242,57,1
326,438,242,55,0
319,438,242,53,0
313,438,242,51,0
308,438,242,49,0
304,438,242,47,0
301,438,242,45,0
299,438,242,43,0
298,438,242,41,0
298,438,242,39,0
299,438,242,37,0
301,438,242,35,0
304,438,242,33,0
308,438,242,31,0
313,438,242,29,0
319,438,242,27,0
326,438,242,25,0
331,438,242,23,0
336,438,242,21,0
327,438,242,19,1
319,438,242,17,0
312,438,242,15,0
306,438,242,13,0
301,438,242,11,0
297,438,242,9,0
294,438,242,7,0
292,438,242,5,0
291,438,242,3,0
291,438,242,1,0
292,438,242,0,0
294,438,242,0,0
297,438,242,0,0
301,438,242,0,0
306,438,242,0,0
312,438,242,0,0
319,438,242,0,0
324,438,242,0,0
329,438,242,0,0
335,438,242,0,0
326,438,242,0,1
318,438,242,0,0
311,438,242,0,0
305,438,242,0,0
300,438,242,0,0
296,438,242,0,0
293,438,242,0,0
291,438,242,0,0
290,438,242,0,0
290,438,242,0,0
291,438,242,0,0
293,438,242,0,0
296,438,242,0,0
300,438,242,0,0
305,438,242,0,0
311,438,242,0,0
318,438,242,0,0
323,438,242,0,0
328,438,242,0,0
333,438,242,0,0
339,438,242,0,0
330,438,242,0,1
322,438,242,0,0
315,438,242,0,0
309,438,242,0,0
304,438,242,0,0
300,438,242,0,0
297,438,242,0,0
295,438,242,0,0
294,438,242,0,0
294,438,242,0,0
295,438,242,0,0
297,438,242,0,0
300,438,242,0,0
304,438,242,0,0
309,438,242,0,0
315,438,242,0,0
322,438,242,0,0
327,438,242,0,0
332,438,242,0,0
338,438,242,0,0
343,438,242,0,0
349,438,242,0,0
355,438,242,0,0
361,438,242,0,0
368,438,242,0,0
374,438,242,0,0
381,438,242,0,0
388,438,242,0,0
395,438,242,0,0
403,438,242,0,0
410,438,242,0,0
418,438,242,0,0
426,438,242,0,0
434,438,242,0,0
443,438,242,0,0
451,438,242,0,0
460,438,242,0,0
469,438,242,0,0
478,438,242,0,0
469,438,242,0,1
461,438,242,0,0
454,438,242,0,0
448,534,338,103,0
443,534,338,101,0
439,534,338,99,0
436,534,338,97,0
434,534,338,95,0
433,534,338,93,0
433,534,338,91,0
434,534,338,89,0
436,534,338,87,0
439,534,338,85,0
443,534,338,83,0
448,534,338,81,0
454,534,338,79,0
461,534,338,77,0
466,534,338,75,0
471,534,338,73,0
462,534,338,71,1
454,534,338,69,0
447,534,338,67,0
441,534,338,65,0
436,534,338,63,0
432,534,338,61,0
429,534,338,59,0
427,534,338,57,0
426,534,338,55,0
426,534,338,53,0
427,534,338,51,0
429,534,338,49,0
432,534,338,47,0
436,534,338,45,0
441,534,338,43,0
447,534,338,41,0
454,534,338,39,0
459,534,338,37,0
450,534,338,35,1
442,534,338,33,0
435,534,338,31,0
429,534,338,29,0
424,534,338,27,0
420,534,338,25,0
417,534,338,23,0
415,534,338,21,0
414,534,338,19,0
414,534,338,17,0
415,534,338,15,0
417,534,338,13,0
420,534,338,11,0
424,534,338,9,0
429,534,338,7,0
435,534,338,5,0
442,534,338,3,0
447,534,338,1,0
438,534,338,0,1
430,534,338,0,0
423,534,338,0,0
417,534,338,0,0
412,534,338,0,0
408,534,338,0,0
405,534,338,0,0
403,534,338,0,0
402,534,338,0,0
402,534,338,0,0
403,534,338,0,0
405,534,338,0,0
408,534,338,0,0
412,534,338,0,0
417,534,338,0,0
423,534,338,0,0
430,534,338,0,0
435,534,338,0,0
426,534,338,0,1
418,534,338,0,0
411,534,338,0,0
405,534,338,0,0
400,534,338,0,0
396,534,338,0,0
393,534,338,0,0
391,534,338,0,0
390,534,338,0,0
390,534,338,0,0
391,534,338,0,0
393,534,338,0,0
396,534,338,0,0
400,534,338,0,0
405,534,338,0,0
411,534,338,0,0
418,534,338,0,0
423,534,338,0,0
414,534,338,0,1
406,534,338,0,0
399,534,338,0,0
393,534,338,0,0
388,534,338,0,0
384,534,338,0,0
381,534,338,0,0
379,534,338,0,0
378,534,338,0,0
378,534,338,0,0
379,534,338,0,0
381,534,338,0,0
384,534,338,0,0
388,534,338,0,0
393,534,338,0,0
399,534,338,0,0
406,534,338,0,0
411,534,338,0,0
417,534,338,0,0
422,534,338,0,0
428,534,338,0,0
433,534,338,0,0
424,534,338,0,1
416,534,338,0,0
409,534,338,0,0
403,534,338,0,0
398,534,338,0,0
394,534,338,0,0
391,534,338,0,0
389,534,338,0,0
388,534,338,0,0
388,534,338,0,0
389,534,338,0,0
391,534,338,0,0
394,534,338,0,0
398,534,338,0,0
403,534,338,0,0
409,559,363,85,0
416,559,363,83,0
421,559,363,81,0
427,559,363,79,0
432,559,363,77,0
438,559,363,75,0
443,559,363,73,0
449,559,363,71,0
456,559,363,69,0
462,559,363,67,0
469,559,363,65,0
475,559,363,63,0
482,559,363,61,0
473,559,363,59,1
465,559,363,57,0
458,559,363,55,0
452,559,363,53,0
447,559,363,51,0
443,559,363,49,0
440,559,363,47,0
438,559,363,45,0
437,559,363,43,0
437,559,363,41,0
438,559,363,39,0
440,559,363,37,0
443,559,363,35,0
447,559,363,33,0
452,559,363,31,0
458,559,363,29,0
465,559,363,27,0
470,559,363,25,0
476,559,363,23,0
467,559,363,21,1
459,559,363,19,0
452,559,363,17,0
446,559,363,15,0
441,559,363,13,0
437,559,363,11,0
434,559,363,9,0
432,559,363,7,0
431,559,363,5,0
431,559,363,3,0
432,559,363,1,0
434,559,363,0,0
437,559,363,0,0
441,559,363,0,0
446,559,363,0,0
452,559,363,0,0
459,559,363,0,0
464,559,363,0,0
469,559,363,0,0
460,559,363,0,1
452,559,363,0,0
445,559,363,0,0
439,559,363,0,0
434,559,363,0,0
430,559,363,0,0
427,559,363,0,0
425,559,363,0,0
424,559,363,0,0
424,559,363,0,0
425,559,363,0,0
427,559,363,0,0
430,559,363,0,0
434,559,363,0,0
439,559,363,0,0
445,559,363,0,0
452,559,363,0,0
457,559,363,0,0
462,559,363,0,0
467,559,363,0,0
458,559,363,0,1
450,559,363,0,0
443,559,363,0,0
437,559,363,0,0
432,559,363,0,0
428,559,363,0,0
425,559,363,0,0
423,559,363,0,0
422,559,363,0,0
422,559,363,0,0
423,559,363,0,0
425,559,363,0,0
428,559,363,0,0
432,559,363,0,0
437,559,363,0,0
443,559,363,0,0
450,559,363,0,0
455,559,363,0,0
461,559,363,0,0
452,559,363,0,1
444,559,363,0,0
437,559,363,0,0
431,559,363,0,0
426,559,363,0,0
422,559,363,0,0
419,559,363,0,0
417,559,363,0,0
416,559,363,0,0
416,559,363,0,0
417,559,363,0,0
419,559,363,0,0
422,559,363,0,0
426,559,363,0,0
431,559,363,0,0
437,559,363,0,0
428,559,363,0,1
420,559,363,0,0
413,559,363,0,0
407,559,363,0,0
402,559,363,0,0
398,559,363,0,0
395,559,363,0,0
393,559,363,0,0
392,559,363,0,0
392,559,363,0,0
393,463,267,103,0
395,463,267,101,0
398,463,267,99,0
389,463,267,97,1
381,463,267,95,0
374,463,267,93,0
368,463,267,91,0
363,463,267,89,0
359,463,267,87,0
356,463,267,85,0
354,463,267,83,0
353,463,267,81,0
353,463,267,79,0
354,463,267,77,0
356,463,267,75,0
359,463,267,73,0
363,463,267,71,0
368,463,267,69,0
374,463,267,67,0
365,463,267,65,1
357,463,267,63,0
350,463,267,61,0
344,463,267,59,0
339,463,267,57,0
335,463,267,55,0
332,463,267,53,0
330,463,267,51,0
329,463,267,49,0
329,463,267,47,0
330,463,267,45,0
332,463,267,43,0
335,463,267,41,0
339,463,267,39,0
344,463,267,37,0
350,463,267,35,0
357,463,267,33,0
362,463,267,31,0
367,463,267,29,0
372,463,267,27,0
378,463,267,25,0
384,463,267,23,0
390,463,267,21,0
396,463,267,19,0
402,463,267,17,0
409,463,267,15,0
400,463,267,13,1
392,463,267,11,0
385,463,267,9,0
379,463,267,7,0
374,463,267,5,0
370,463,267,3,0
367,463,267,1,0
365,463,267,0,0
364,463,267,0,0
364,463,267,0,0
365,463,267,0,0
367,463,267,0,0
370,463,267,0,0
374,463,267,0,0
379,463,267,0,0
385,463,267,0,0
392,463,267,0,0
383,463,267,0,1
375,463,267,0,0
368,463,267,0,0
362,463,267,0,0
357,463,267,0,0
353,463,267,0,0
350,463,267,0,0
348,463,267,0,0
347,463,267,0,0
347,463,267,0,0
348,463,267,0,0
350,463,267,0,0
353,463,267,0,0
357,463,267,0,0
362,463,267,0,0
368,463,267,0,0
375,463,267,0,0
380,463,267,0,0
371,463,267,0,1
363,463,267,0,0
356,463,267,0,0
350,463,267,0,0
345,463,267,0,0
341,463,267,0,0
338,463,267,0,0
336,463,267,0,0
335,463,267,0,0
335,463,267,0,0
336,463,267,0,0
338,463,267,0,0
341,463,267,0,0
345,463,267,0,0
350,463,267,0,0
356,463,267,0,0
347,463,267,0,1
339,463,267,0,0
332,463,267,0,0
326,463,267,0,0
321,463,267,0,0
317,463,267,0,0
314,463,267,0,0
312,463,267,0,0
311,463,267,0,0
311,463,267,0,0
312,463,267,0,0
314,463,267,0,0
317,463,267,0,0
321,463,267,0,0
326,463,267,0,0
332,463,267,0,0
339,463,267,0,0
344,463,267,0,0
349,463,267,0,0
354,463,267,0,0
360,463,267,0,0
366,463,267,0,0
372,463,267,0,0
378,463,267,0,0
384,463,267,0,0
391,463,267,0,0
398,463,267,0,0
405,463,267,0,0
412,463,267,0,0
403,519,323,85,1
395,519,323,83,0
388,519,323,81,0
382,519,323,79,0
377,519,323,77,0
373,519,323,75,0
370,519,323,73,0
368,519,323,71,0
367,519,323,69,0
367,519,323,67,0
368,519,323,65,0
370,519,323,63,0
373,519,323,61,0
377,519,323,59,0
382,519,323,57,0
388,519,323,55,0
395,519,323,53,0
400,519,323,51,0
405,519,323,49,0
411,519,323,47,0
416,519,323,45,0
422,519,323,43,0
428,519,323,41,0
419,519,323,39,1
411,519,323,37,0
404,519,323,35,0
398,519,323,33,0
393,519,323,31,0
389,519,323,29,0
386,519,323,27,0
384,519,323,25,0
383,519,323,23,0
383,519,323,21,0
384,519,323,19,0
386,519,323,17,0
389,519,323,15,0
393,519,323,13,0
398,519,323,11,0
404,519,323,9,0
411,519,323,7,0
402,519,323,5,1
394,519,323,3,0
387,519,323,1,0
381,519,323,0,0
376,519,323,0,0
372,519,323,0,0
369,519,323,0,0
367,519,323,0,0
366,519,323,0,0
366,519,323,0,0
367,519,323,0,0
369,519,323,0,0
372,519,323,0,0
376,519,323,0,0
381,519,323,0,0
387,519,323,0,0
394,519,323,0,0
399,519,323,0,0
404,519,323,0,0
410,519,323,0,0
401,519,323,0,1
393,519,323,0,0
386,519,323,0,0
380,519,323,0,0
375,519,323,0,0
371,519,323,0,0
368,519,323,0,0
366,519,323,0,0
365,519,323,0,0
365,519,323,0,0
366,519,323,0,0
368,519,323,0,0
371,519,323,0,0
375,519,323,0,0
380,519,323,0,0
386,519,323,0,0
393,519,323,0,0
398,519,323,0,0
403,519,323,0,0
408,519,323,0,0
399,519,323,0,1
391,519,323,0,0
384,519,323,0,0
378,519,323,0,0
373,519,323,0,0
369,519,323,0,0
366,519,323,0,0
364,519,323,0,0
363,519,323,0,0
363,519,323,0,0
364,519,323,0,0
366,519,323,0,0
369,519,323,0,0
373,519,323,0,0
378,519,323,0,0
384,519,323,0,0
391,519,323,0,0
382,519,323,0,1
374,519,323,0,0
367,519,323,0,0
361,519,323,0,0
356,519,323,0,0
352,519,323,0,0
349,519,323,0,0
347,519,323,0,0
346,519,323,0,0
346,519,323,0,0
347,519,323,0,0
349,519,323,0,0
352,519,323,0,0
356,519,323,0,0
361,519,323,0,0
352,519,323,0,1
344,519,323,0,0
337,519,323,0,0
331,519,323,0,0
326,445,249,103,0
322,445,249,101,0
319,445,249,99,0
317,445,249,97,0
316,445,249,95,0
316,445,249,93,0
317,445,249,91,0
319,445,249,89,0
322,445,249,87,0
326,445,249,85,0
331,445,249,83,0
337,445,249,81,0
344,445,249,79,0
349,445,249,77,0
354,445,249,75,0
360,445,249,73,0
365,445,249,71,0
356,445,249,69,1
348,445,249,67,0
341,445,249,65,0
335,445,249,63,0
330,445,249,61,0
326,445,249,59,0
323,445,249,57,0
321,445,249,55,0
320,445,249,53,0
320,445,249,51,0
321,445,249,49,0
323,445,249,47,0
326,445,249,45,0
330,445,249,43,0
335,445,249,41,0
341,445,249,39,0
348,445,249,37,0
353,445,249,35,0
344,445,249,33,1
336,445,249,31,0
329,445,249,29,0
323,445,249,27,0
318,445,249,25,0
314,445,249,23,0
311,445,249,21,0
309,445,249,19,0
308,445,249,17,0
308,445,249,15,0
309,445,249,13,0
311,445,249,11,0
314,445,249,9,0
318,445,249,7,0
323,445,249,5,0
329,445,249,3,0
336,445,249,1,0
341,445,249,0,0
347,445,249,0,0
338,445,249,0,1
330,445,249,0,0
323,445,249,0,0
317,445,249,0,0
312,445,249,0,0
308,445,249,0,0
305,445,249,0,0
303,445,249,0,0
302,445,249,0,0
302,445,249,0,0
303,445,249,0,0
305,445,249,0,0
308,445,249,0,0
312,445,249,0,0
317,445,249,0,0
323,445,249,0,0
330,445,249,0,0
321,445,249,0,1
313,445,249,0,0
306,445,249,0,0
300,445,249,0,0
295,445,249,0,0
291,445,249,0,0
288,445,249,0,0
286,445,249,0,0
285,445,249,0,0
285,445,249,0,0
286,445,249,0,0
288,445,249,0,0
291,445,249,0,0
295,445,249,0,0
300,445,249,0,0
306,445,249,0,0
313,445,249,0,0
318,445,249,0,0
323,445,249,0,0
328,445,249,0,0
334,445,249,0,0
340,445,249,0,0
346,445,249,0,0
352,445,249,0,0
358,445,249,0,0
365,445,249,0,0
372,445,249,0,0
379,445,249,0,0
386,445,249,0,0
393,445,249,0,0
401,445,249,0,0
409,445,249,0,0
417,445,249,0,0
425,445,249,0,0
433,445,249,0,0
442,445,249,0,0
451,445,249,0,0
460,445,249,0,0
469,445,249,0,0
478,445,249,0,0
469,445,249,0,1
461,445,249,0,0
454,445,249,0,0
448,445,249,0,0
443,445,249,0,0
439,445,249,0,0
436,445,249,0,0
434,445,249,0,0
433,445,249,0,0
433,445,249,0,0
434,445,249,0,0
436,445,249,0,0
439,445,249,0,0
443,445,249,0,0
448,549,353,85,0
454,549,353,83,0
445,549,353,81,1
437,549,353,79,0
430,549,353,77,0
424,549,353,75,0
419,549,353,73,0
415,549,353,71,0
412,549,353,69,0
410,549,353,67,0
409,549,353,65,0
409,549,353,63,0
410,549,353,61,0
412,549,353,59,0
415,549,353,57,0
419,549,353,55,0
424,549,353,53,0
430,549,353,51,0
421,549,353,49,1
413,549,353,47,0
406,549,353,45,0
400,549,353,43,0
395,549,353,41,0
391,549,353,39,0
388,549,353,37,0
386,549,353,35,0
385,549,353,33,0
385,549,353,31,0
386,549,353,29,0
388,549,353,27,0
391,549,353,25,0
395,549,353,23,0
400,549,353,21,0
406,549,353,19,0
413,549,353,17,0
418,549,353,15,0
423,549,353,13,0
429,549,353,11,0
434,549,353,9,0
425,549,353,7,1
417,549,353,5,0
410,549,353,3,0
404,549,353,1,0
399,549,353,0,0
395,549,353,0,0
392,549,353,0,0
390,549,353,0,0
389,549,353,0,0
389,549,353,0,0
390,549,353,0,0
392,549,353,0,0
395,549,353,0,0
399,549,353,0,0
404,549,353,0,0
410,549,353,0,0
417,549,353,0,0
422,549,353,0,0
428,549,353,0,0
433,549,353,0,0
424,549,353,0,1
416,549,353,0,0
409,549,353,0,0
403,549,353,0,0
398,549,353,0,0
394,549,353,0,0
391,549,353,0,0
389,549,353,0,0
388,549,353,0,0
388,549,353,0,0
389,549,353,0,0
391,549,353,0,0
394,549,353,0,0
398,549,353,0,0
403,549,353,0,0
409,549,353,0,0
416,549,353,0,0
421,549,353,0,0
426,549,353,0,0
432,549,353,0,0
437,549,353,0,0
443,549,353,0,0
449,549,353,0,0
455,549,353,0,0
462,549,353,0,0
453,549,353,0,1
445,549,353,0,0
438,549,353,0,0
432,549,353,0,0
427,549,353,0,0
423,549,353,0,0
420,549,353,0,0
418,549,353,0,0
417,549,353,0,0
417,549,353,0,0
418,549,353,0,0
420,549,353,0,0
423,549,353,0,0
414,549,353,0,1
406,549,353,0,0
399,549,353,0,0
393,549,353,0,0
388,549,353,0,0
384,549,353,0,0
381,549,353,0,0
379,549,353,0,0
378,549,353,0,0
378,549,353,0,0
379,549,353,0,0
381,549,353,0,0
372,549,353,0,1
364,549,353,0,0
357,549,353,0,0
351,549,353,0,0
346,549,353,0,0
342,549,353,0,0
339,549,353,0,0
337,426,230,103,0
336,426,230,101,0
336,426,230,99,0
327,426,230,97,1
319,426,230,95,0
312,426,230,93,0
306,426,230,91,0
301,426,230,89,0
297,426,230,87,0
294,426,230,85,0
292,426,230,83,0
291,426,230,81,0
291,426,230,79,0
292,426,230,77,0
294,426,230,75,0
285,426,230,73,1
277,426,230,71,0
270,426,230,69,0
264,426,230,67,0
259,426,230,65,0
255,426,230,63,0
252,426,230,61,0
250,426,230,59,0
249,426,230,57,0
249,426,230,55,0
250,426,230,53,0
252,426,230,51,0
255,426,230,49,0
259,426,230,47,0
264,426,230,45,0
270,426,230,43,0
277,426,230,41,0
282,426,230,39,0
287,426,230,37,0
292,426,230,35,0
298,426,230,33,0
304,426,230,31,0
310,426,230,29,0
316,426,230,27,0
322,426,230,25,0
329,426,230,23,0
336,426,230,21,0
327,426,230,19,1
319,426,230,17,0
312,426,230,15,0
306,426,230,13,0
301,426,230,11,0
297,426,230,9,0
294,426,230,7,0
292,426,230,5,0
291,426,230,3,0
291,426,230,1,0
292,426,230,0,0
294,426,230,0,0
297,426,230,0,0
301,426,230,0,0
306,426,230,0,0
312,426,230,0,0
319,426,230,0,0
324,426,230,0,0
315,426,230,0,1
307,426,230,0,0
300,426,230,0,0
294,426,230,0,0
289,426,230,0,0
285,426,230,0,0
282,426,230,0,0
280,426,230,0,0
279,426,230,0,0
279,426,230,0,0
280,426,230,0,0
282,426,230,0,0
285,426,230,0,0
289,426,230,0,0
294,426,230,0,0
300,426,230,0,0
307,426,230,0,0
312,426,230,0,0
317,426,230,0,0
322,426,230,0,0
328,426,230,0,0
319,426,230,0,1
311,426,230,0,0
304,426,230,0,0
298,426,230,0,0
293,426,230,0,0
289,426,230,0,0
286,426,230,0,0
284,426,230,0,0
283,426,230,0,0
283,426,230,0,0
284,426,230,0,0
286,426,230,0,0
289,426,230,0,0
293,426,230,0,0
298,426,230,0,0
304,426,230,0,0
311,426,230,0,0
316,426,230,0,0
321,426,230,0,0
326,426,230,0,0
332,426,230,0,0
323,426,230,0,1
315,426,230,0,0
308,426,230,0,0
302,426,230,0,0
297,426,230,0,0
293,426,230,0,0
290,426,230,0,0
288,426,230,0,0
287,426,230,0,0
287,426,230,0,0
288,426,230,0,0
290,426,230,0,0
293,426,230,0,0
297,426,230,0,0
302,426,230,0,0
308,426,230,0,0
315,426,230,0,0
320,426,230,0,0
325,426,230,0,0
331,426,230,0,0
336,426,230,0,0
342,426,230,0,0
348,426,230,0,0
354,461,265,85,0
361,461,265,83,0
367,461,265,81,0
374,461,265,79,0
381,461,265,77,0
388,461,265,75,0
379,461,265,73,1
371,461,265,71,0
364,461,265,69,0
358,461,265,67,0
353,461,265,65,0
349,461,265,63,0
346,461,265,61,0
344,461,265,59,0
343,461,265,57,0
343,461,265,55,0
